[0.000000] (-) TimerEvent: {}
[0.000373] (bcr_bot) JobQueued: {'identifier': 'bcr_bot', 'dependencies': OrderedDict()}
[0.000417] (bcr_bot) JobStarted: {'identifier': 'bcr_bot'}
[0.008889] (bcr_bot) JobProgress: {'identifier': 'bcr_bot', 'progress': 'cmake'}
[0.009203] (bcr_bot) JobProgress: {'identifier': 'bcr_bot', 'progress': 'build'}
[0.009699] (bcr_bot) Command: {'cmd': ['/usr/bin/cmake', '--build', '/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/build/bcr_bot', '--', '-j12', '-l12'], 'cwd': '/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/build/bcr_bot', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('LANGUAGE', 'en_IN:en'), ('USER', 'nishant'), ('XDG_SESSION_TYPE', 'wayland'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/opt/openvdb_vendor/lib:/opt/ros/humble/lib:/home/nishant/.mujoco/mjpro150/bin:/usr/lib/nvidia:/usr/lib/nvidia'), ('HOME', '/home/nishant'), ('CONDA_SHLVL', '0'), ('OLDPWD', '/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install'), ('DESKTOP_SESSION', 'ubuntu'), ('ROS_PYTHON_VERSION', '3'), ('GNOME_SHELL_SESSION_MODE', 'ubuntu'), ('GTK_MODULES', 'gail:atk-bridge'), ('SYSTEMD_EXEC_PID', '2005'), ('DBUS_SESSION_BUS_ADDRESS', 'unix:path=/run/user/1000/bus'), ('COLORTERM', 'truecolor'), ('_CE_M', ''), ('IM_CONFIG_PHASE', '1'), ('WAYLAND_DISPLAY', 'wayland-0'), ('COLCON_PREFIX_PATH', '/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install:/home/nishant/Documents/RL_Collision_Avoidance_Project/Collision_Avoidance_WS/install:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install'), ('ROS_DISTRO', 'humble'), ('LOGNAME', 'nishant'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('XDG_SESSION_CLASS', 'user'), ('USERNAME', 'nishant'), ('TERM', 'xterm-256color'), ('GNOME_DESKTOP_SESSION_ID', 'this-is-deprecated'), ('_CE_CONDA', ''), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/home/nishant/.mujoco/mjpro150/bin:/usr/lib/nvidia:/usr/lib/nvidia:/home/nishant/miniconda3/condabin:/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/opt/openvdb_vendor/lib:/opt/ros/humble/lib:/home/nishant/.mujoco/mjpro150/bin:/usr/lib/nvidia:/home/nishant/.mujoco/mjpro150/bin:/home/nishant/lib/nvidia:/opt/ros/humble/bin:/usr/lib/ccache:/home/nishant/ardupilot/Tools/autotest:/opt/gcc-arm-none-eabi-10-2020-q4-major/bin:/home/nishant/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin:/home/nishant/Learning/swarm_ros/Micro-XRCE-DDS-Gen/scripts:/home/nishant/Learning/swarm_ros/Micro-XRCE-DDS-Gen/scripts'), ('SESSION_MANAGER', 'local/nishant:@/tmp/.ICE-unix/1796,unix/nishant:/tmp/.ICE-unix/1796'), ('XDG_MENU_PREFIX', 'gnome-'), ('GNOME_TERMINAL_SCREEN', '/org/gnome/Terminal/screen/31f7a016_3d72_452a_81f7_cd75d2cf36af'), ('GNOME_SETUP_DISPLAY', ':1'), ('XDG_RUNTIME_DIR', '/run/user/1000'), ('DISPLAY', ':0'), ('LD_PRELOAD', '/usr/lib/x86_64-linux-gnu/libGLEW.so'), ('LANG', 'en_US.UTF-8'), ('XDG_CURRENT_DESKTOP', 'ubuntu:GNOME'), ('XMODIFIERS', '@im=ibus'), ('XDG_SESSION_DESKTOP', 'ubuntu'), ('XAUTHORITY', '/run/user/1000/.mutter-Xwaylandauth.2LMY02'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('GNOME_TERMINAL_SERVICE', ':1.109'), ('SSH_AGENT_LAUNCHER', 'gnome-keyring'), ('SSH_AUTH_SOCK', '/run/user/1000/keyring/ssh'), ('AMENT_PREFIX_PATH', '/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/turtlebot3_simulations:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/turtlebot3_gazebo:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/turtlebot3_fake_node:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/bcr_bot:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/turtlebot3_simulations:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/turtlebot3_gazebo:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/turtlebot3_fake_node:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/bcr_bot:/home/nishant/Documents/RL_Collision_Avoidance_Project/Collision_Avoidance_WS/install/my_env:/opt/ros/humble'), ('CONDA_PYTHON_EXE', '/home/nishant/miniconda3/bin/python'), ('SHELL', '/bin/bash'), ('QT_ACCESSIBILITY', '1'), ('GDMSESSION', 'ubuntu'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('MUJOCO_PY_MJPRO_PATH', '/home/nishant/.mujoco/mjpro150'), ('QT_IM_MODULE', 'ibus'), ('PWD', '/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/build/bcr_bot'), ('TURTLEBOT3_MODEL', 'waffle'), ('LC_ALL', 'en_US.UTF-8'), ('XDG_CONFIG_DIRS', '/etc/xdg/xdg-ubuntu:/etc/xdg'), ('CONDA_EXE', '/home/nishant/miniconda3/bin/conda'), ('XDG_DATA_DIRS', '/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop'), ('PYTHONPATH', '/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('COLCON', '1'), ('VTE_VERSION', '6800'), ('CMAKE_PREFIX_PATH', '/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/turtlebot3_simulations:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/turtlebot3_gazebo:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/turtlebot3_fake_node:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/bcr_bot:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/turtlebot3_simulations:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/turtlebot3_gazebo:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/turtlebot3_fake_node:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/bcr_bot:/home/nishant/Documents/RL_Collision_Avoidance_Project/Collision_Avoidance_WS/install/my_env:/opt/ros/humble')]), 'shell': False}
[0.057340] (bcr_bot) CommandEnded: {'returncode': 0}
[0.058474] (bcr_bot) JobProgress: {'identifier': 'bcr_bot', 'progress': 'install'}
[0.069549] (bcr_bot) Command: {'cmd': ['/usr/bin/cmake', '--install', '/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/build/bcr_bot'], 'cwd': '/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/build/bcr_bot', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('LANGUAGE', 'en_IN:en'), ('USER', 'nishant'), ('XDG_SESSION_TYPE', 'wayland'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/opt/openvdb_vendor/lib:/opt/ros/humble/lib:/home/nishant/.mujoco/mjpro150/bin:/usr/lib/nvidia:/usr/lib/nvidia'), ('HOME', '/home/nishant'), ('CONDA_SHLVL', '0'), ('OLDPWD', '/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install'), ('DESKTOP_SESSION', 'ubuntu'), ('ROS_PYTHON_VERSION', '3'), ('GNOME_SHELL_SESSION_MODE', 'ubuntu'), ('GTK_MODULES', 'gail:atk-bridge'), ('SYSTEMD_EXEC_PID', '2005'), ('DBUS_SESSION_BUS_ADDRESS', 'unix:path=/run/user/1000/bus'), ('COLORTERM', 'truecolor'), ('_CE_M', ''), ('IM_CONFIG_PHASE', '1'), ('WAYLAND_DISPLAY', 'wayland-0'), ('COLCON_PREFIX_PATH', '/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install:/home/nishant/Documents/RL_Collision_Avoidance_Project/Collision_Avoidance_WS/install:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install'), ('ROS_DISTRO', 'humble'), ('LOGNAME', 'nishant'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('XDG_SESSION_CLASS', 'user'), ('USERNAME', 'nishant'), ('TERM', 'xterm-256color'), ('GNOME_DESKTOP_SESSION_ID', 'this-is-deprecated'), ('_CE_CONDA', ''), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/home/nishant/.mujoco/mjpro150/bin:/usr/lib/nvidia:/usr/lib/nvidia:/home/nishant/miniconda3/condabin:/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/opt/openvdb_vendor/lib:/opt/ros/humble/lib:/home/nishant/.mujoco/mjpro150/bin:/usr/lib/nvidia:/home/nishant/.mujoco/mjpro150/bin:/home/nishant/lib/nvidia:/opt/ros/humble/bin:/usr/lib/ccache:/home/nishant/ardupilot/Tools/autotest:/opt/gcc-arm-none-eabi-10-2020-q4-major/bin:/home/nishant/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin:/home/nishant/Learning/swarm_ros/Micro-XRCE-DDS-Gen/scripts:/home/nishant/Learning/swarm_ros/Micro-XRCE-DDS-Gen/scripts'), ('SESSION_MANAGER', 'local/nishant:@/tmp/.ICE-unix/1796,unix/nishant:/tmp/.ICE-unix/1796'), ('XDG_MENU_PREFIX', 'gnome-'), ('GNOME_TERMINAL_SCREEN', '/org/gnome/Terminal/screen/31f7a016_3d72_452a_81f7_cd75d2cf36af'), ('GNOME_SETUP_DISPLAY', ':1'), ('XDG_RUNTIME_DIR', '/run/user/1000'), ('DISPLAY', ':0'), ('LD_PRELOAD', '/usr/lib/x86_64-linux-gnu/libGLEW.so'), ('LANG', 'en_US.UTF-8'), ('XDG_CURRENT_DESKTOP', 'ubuntu:GNOME'), ('XMODIFIERS', '@im=ibus'), ('XDG_SESSION_DESKTOP', 'ubuntu'), ('XAUTHORITY', '/run/user/1000/.mutter-Xwaylandauth.2LMY02'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('GNOME_TERMINAL_SERVICE', ':1.109'), ('SSH_AGENT_LAUNCHER', 'gnome-keyring'), ('SSH_AUTH_SOCK', '/run/user/1000/keyring/ssh'), ('AMENT_PREFIX_PATH', '/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/turtlebot3_simulations:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/turtlebot3_gazebo:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/turtlebot3_fake_node:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/bcr_bot:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/turtlebot3_simulations:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/turtlebot3_gazebo:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/turtlebot3_fake_node:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/bcr_bot:/home/nishant/Documents/RL_Collision_Avoidance_Project/Collision_Avoidance_WS/install/my_env:/opt/ros/humble'), ('CONDA_PYTHON_EXE', '/home/nishant/miniconda3/bin/python'), ('SHELL', '/bin/bash'), ('QT_ACCESSIBILITY', '1'), ('GDMSESSION', 'ubuntu'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('MUJOCO_PY_MJPRO_PATH', '/home/nishant/.mujoco/mjpro150'), ('QT_IM_MODULE', 'ibus'), ('PWD', '/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/build/bcr_bot'), ('TURTLEBOT3_MODEL', 'waffle'), ('LC_ALL', 'en_US.UTF-8'), ('XDG_CONFIG_DIRS', '/etc/xdg/xdg-ubuntu:/etc/xdg'), ('CONDA_EXE', '/home/nishant/miniconda3/bin/conda'), ('XDG_DATA_DIRS', '/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop'), ('PYTHONPATH', '/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('COLCON', '1'), ('VTE_VERSION', '6800'), ('CMAKE_PREFIX_PATH', '/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/turtlebot3_simulations:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/turtlebot3_gazebo:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/turtlebot3_fake_node:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/bcr_bot:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/turtlebot3_simulations:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/turtlebot3_gazebo:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/turtlebot3_fake_node:/home/nishant/Documents/RL_Collision_Avoidance_Project/Main_Testing_WS/install/bcr_bot:/home/nishant/Documents/RL_Collision_Avoidance_Project/Collision_Avoidance_WS/install/my_env:/opt/ros/humble')]), 'shell': False}
[0.078921] (bcr_bot) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.079525] (bcr_bot) StdoutLine: {'line': b'-- Up-to-date: /home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/bcr_bot/share/bcr_bot//launch\n'}
[0.079835] (bcr_bot) StdoutLine: {'line': b'-- Up-to-date: /home/nishant/Documents/RL_Collision_Avoidance_Project/Main/install/bcr_bot/share/bcr_bot//launch/gz.launch.py\n'}
